StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,MetaInfo_Browser,MetaInfo_Version,MetaInfo_Operating System,MetaInfo_Resolution,Q1,Q1_DO,Q2,Q2_DO,Q3,Q4,Q4_DO,Q5,Q5_DO,Q6,Q6_DO,Q7,Q7_DO,Q8,Q9,Q10,Q11,Q12,Q13,Q13_DO,Q14,Q15,Q16,Q16_DO,Q17,Q18,Q18_DO,Q19,Q19_DO,Q20,DataDashboardUsage,SmartHomeDashUsage,VisualClarity,InfoOrgClarity,SC0,SurveyWave,Version,FL_3_DO,Gistblock_DO,Secondblock(nobacksies)_DO
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Q_RecaptchaScore,Click to write the question text - Browser,Click to write the question text - Version,Click to write the question text - Operating System,Click to write the question text - Resolution,Which device had the worst problem?,Which device had the worst problem? - Display Order,Which room had a mirror?,Which room had a mirror? - Display Order,Which room contained an appliance?,Which room had two lights switched off (not alerts)?,Which room had two lights switched off (not alerts)? - Display Order,Which room had no devices?,Which room had no devices? - Display Order,Which room had the leak?,Which room had the leak? - Display Order,Which room had the smoke detector?,Which room had the smoke detector? - Display Order,Which room had half of the lights offline?,Which direction was the offline ceiling light?,How many items were Warnings (non-critical alerts)?,How many rooms had at least one issue (critical or warning)?,Which pair of rooms both had at least one issue?,Which of these rooms had no issues at all?,Which of these rooms had no issues at all? - Display Order,How many devices were specifically labeled as Offline (not just Off)?,Which statement is true?,Where were issues most concentrated?,Where were issues most concentrated? - Display Order,How many devices named “Sink” were shown?,Which two devices were both Off but not alerts?,Which two devices were both Off but not alerts? - Display Order,Which room contained two devices that were Off (but not alerts)?,Which room contained two devices that were Off (but not alerts)? - Display Order,What type of dashboard did you see?,How often do you use data dashboards in your life?,How often do you use a smart home dashboard in your life?,"How clear was the dashboard’s visual design (e.g., text readability, contrast, spacing)?","How clear was the dashboard's informational organization (grouping, labels, layout)?",Score,SurveyWave,Version,FL_3 - Block Randomizer - Display Order,Gist block - Display Order,Second block (no backsies) - Display Order
"{""ImportId"":""startDate"",""timeZone"":""America/Los_Angeles""}","{""ImportId"":""endDate"",""timeZone"":""America/Los_Angeles""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Los_Angeles""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""Q_RecaptchaScore""}","{""ImportId"":""QID75_BROWSER""}","{""ImportId"":""QID75_VERSION""}","{""ImportId"":""QID75_OS""}","{""ImportId"":""QID75_RESOLUTION""}","{""ImportId"":""QID49""}","{""ImportId"":""QID49_DO""}","{""ImportId"":""QID50""}","{""ImportId"":""QID50_DO""}","{""ImportId"":""QID51""}","{""ImportId"":""QID52""}","{""ImportId"":""QID52_DO""}","{""ImportId"":""QID53""}","{""ImportId"":""QID53_DO""}","{""ImportId"":""QID54""}","{""ImportId"":""QID54_DO""}","{""ImportId"":""QID55""}","{""ImportId"":""QID55_DO""}","{""ImportId"":""QID56""}","{""ImportId"":""QID57""}","{""ImportId"":""QID58""}","{""ImportId"":""QID59""}","{""ImportId"":""QID60""}","{""ImportId"":""QID62""}","{""ImportId"":""QID62_DO""}","{""ImportId"":""QID63""}","{""ImportId"":""QID64""}","{""ImportId"":""QID65""}","{""ImportId"":""QID65_DO""}","{""ImportId"":""QID66""}","{""ImportId"":""QID67""}","{""ImportId"":""QID67_DO""}","{""ImportId"":""QID68""}","{""ImportId"":""QID68_DO""}","{""ImportId"":""QID69""}","{""ImportId"":""QID70""}","{""ImportId"":""QID72""}","{""ImportId"":""QID71""}","{""ImportId"":""QID73""}","{""ImportId"":""SC_026QrkvBa3dwwrc""}","{""ImportId"":""SurveyWave""}","{""ImportId"":""Version""}","{""ImportId"":""FL_3_DO""}","{""ImportId"":""BL_2miQ8sO4XRcUQn4_DO""}","{""ImportId"":""BL_9uxRzYmnB7xfdAy_DO""}"
2025-09-27 14:35:27,2025-09-27 14:37:52,Survey Preview,,100,144,True,2025-09-27 14:37:53,R_6rpHl06gWqW18f9,,,,,47.6859,-122.2994,preview,EN,,,,,,Leak detector,Leak detector|Smoke detector|Oven light|Ceiling E,Bathroom,Bathroom|Entrance|Kitchen|Office,Kitchen,Bathroom,Bathroom|Bedroom|Entrance|Kitchen,Office,Office|Kitchen|Entrance|Living room,Bathroom,Kitchen|Bathroom|Entrance|Living room,Entrance,Entrance|Kitchen|Living room|Bedroom,Kitchen,North,0,3,Bathroom and Kitchen,Bedroom,Bedroom|Kitchen|Entrance|Living room,3,Kitchen and Living room each had exactly one issue.,Evenly spread,Left side|Right side|Top|Evenly spread,0,Mirror 1 and Mirror 2,Mirror 1 and Mirror 2|Ceiling E and Oven|TV and Window|Ceiling N and Ceiling W,Main bedroom,Bathroom|Main bedroom|Entrance|Kitchen,,,,,,14,1,FloorplanHierarchyLowChartjunk,FL_60,,
2025-09-29 15:33:30,2025-09-29 15:36:19,Survey Preview,,100,168,True,2025-09-29 15:36:19,R_7VNN6ZQT3b7U7Dy,,,,,47.6674,-122.3701,preview,EN,1,,,,,Leak detector,Ceiling E|Leak detector|Oven light|Smoke detector,Bathroom,Entrance|Bathroom|Office|Kitchen,Kitchen,Bedroom,Kitchen|Bedroom|Bathroom|Entrance,Office,Entrance|Kitchen|Office|Living room,Entrance,Bathroom|Entrance|Living room|Kitchen,Kitchen,Bedroom|Kitchen|Living room|Entrance,Dining,South,2,2,Kitchen and Office,Living room,Kitchen|Living room|Entrance|Bedroom,3,Kitchen and Living room each had exactly one issue.,Top,Right side|Top|Evenly spread|Left side,0,Mirror 1 and Mirror 2,TV and Window|Mirror 1 and Mirror 2|Ceiling N and Ceiling W|Ceiling E and Oven,Entrance,Kitchen|Main bedroom|Entrance|Bathroom,,,,,,7,1,NoHierarchyHighChartjunk,FL_52,Q3|Q2|Q1|Q5|Q4,Q7|Q11|Q15|Q8|Q13|Q18|Q10|Q14|Q6|Q12|Q16|Q19|Q17|Q9
2025-09-29 16:18:49,2025-09-29 16:22:27,Survey Preview,,100,218,True,2025-09-29 16:22:27,R_7qxrrvuHgr2R9EB,,,,,47.6674,-122.3701,preview,EN,1,,,,,Leak detector,Leak detector|Oven light|Smoke detector|Ceiling E,Bathroom,Entrance|Office|Bathroom|Kitchen,Kitchen,Bedroom,Bathroom|Kitchen|Bedroom|Entrance,Office,Kitchen|Living room|Entrance|Office,Kitchen,Kitchen|Living room|Entrance|Bathroom,Entrance,Bedroom|Entrance|Kitchen|Living room,Dining,South,3,3,Bathroom and Kitchen,Living room,Entrance|Living room|Kitchen|Bedroom,2,Kitchen and Living room each had exactly one issue.,Left side,Left side|Right side|Evenly spread|Top,1,Mirror 1 and Mirror 2,TV and Window|Mirror 1 and Mirror 2|Ceiling E and Oven|Ceiling N and Ceiling W,Main bedroom,Entrance|Main bedroom|Kitchen|Bathroom,Smart home,,,,,11,1,FloorplanHierarchyLowChartjunk,FL_60,Q3|Q5|Q2|Q1|Q4,Q14|Q7|Q16|Q18|Q11|Q12|Q20|Q8|Q10|Q13|Q17|Q15|Q19|Q6|Q9
2025-09-29 17:08:36,2025-09-29 17:10:47,Survey Preview,,100,131,True,2025-09-29 17:10:48,R_6d062013vZSj3RD,,,,,47.6674,-122.3701,preview,EN,1,,,,,Leak detector,Smoke detector|Leak detector|Oven light|Ceiling E,Bathroom,Kitchen|Bathroom|Entrance|Office,Kitchen,Bathroom,Bedroom|Entrance|Bathroom|Kitchen,Office,Living room|Entrance|Kitchen|Office,Bathroom,Kitchen|Living room|Bathroom|Entrance,Entrance,Entrance|Living room|Bedroom|Kitchen,Kitchen,East,3,4,Bathroom and Kitchen,Bedroom,Living room|Bedroom|Entrance|Kitchen,2,Kitchen and Living room each had exactly one issue.,Evenly spread,Left side|Top|Evenly spread|Right side,0,Mirror 1 and Mirror 2,Ceiling E and Oven|Mirror 1 and Mirror 2|TV and Window|Ceiling N and Ceiling W,Bathroom,Entrance|Main bedroom|Bathroom|Kitchen,Smart home,Daily,Daily,Moderately clear,Moderately clear,20,1,RoomHierarchyMediumChartjunk,FL_22,Q5|Q4|Q1|Q3|Q2,Q8|Q17|Q13|Q12|Q9|Q10|Q14|Q19|Q15|Q6|Q18|Q11|Q7|Q20|Q16
2025-09-29 17:44:05,2025-09-29 17:48:45,IP Address,72.250.234.154,100,280,True,2025-09-29 17:48:46,R_6vGO9yPB5GYt9gR,,,,,35.5397,-82.5151,anonymous,EN,1,,,,,Smoke detector,Smoke detector|Oven light|Ceiling E|Leak detector,Bathroom,Office|Bathroom|Kitchen|Entrance,Kitchen,Bedroom,Bedroom|Kitchen|Bathroom|Entrance,Office,Entrance|Living room|Kitchen|Office,Bathroom,Kitchen|Living room|Bathroom|Entrance,Kitchen,Kitchen|Living room|Bedroom|Entrance,Living room,North,2,3,Kitchen and Office,Entrance,Living room|Kitchen|Entrance|Bedroom,2,Entrance had no issues.,Evenly spread,Right side|Left side|Evenly spread|Top,0,Ceiling N and Ceiling W,Mirror 1 and Mirror 2|Ceiling E and Oven|Ceiling N and Ceiling W|TV and Window,Main bedroom,Main bedroom|Bathroom|Kitchen|Entrance,Smart home,,,,,8,1,FloorplanHierarchyMediumChartjunk,FL_62,Q1|Q3|Q5|Q4|Q2,Q10|Q9|Q14|Q13|Q19|Q11|Q18|Q15|Q12|Q20|Q8|Q6|Q17|Q7|Q16
2025-09-29 17:57:46,2025-09-29 18:01:32,IP Address,50.172.249.194,100,226,True,2025-09-29 18:01:33,R_7eoi1Q8MGmPR9Wp,,,,,29.8772,-95.6938,anonymous,EN,1,,,,,Ceiling E,Leak detector|Smoke detector|Oven light|Ceiling E,Bathroom,Bathroom|Kitchen|Entrance|Office,Kitchen,Bedroom,Entrance|Bathroom|Bedroom|Kitchen,Entrance,Office|Entrance|Living room|Kitchen,Entrance,Entrance|Bathroom|Kitchen|Living room,Bedroom,Entrance|Bedroom|Kitchen|Living room,Office,North,3,3,Entrance and Bedroom,Kitchen,Living room|Kitchen|Bedroom|Entrance,1,Bathroom had only OK devices.,Left side,Right side|Top|Evenly spread|Left side,2,Ceiling E and Oven,TV and Window|Ceiling E and Oven|Mirror 1 and Mirror 2|Ceiling N and Ceiling W,Entrance,Kitchen|Entrance|Main bedroom|Bathroom,Smart home,,,,,4,1,NoHierarchyHighChartjunk,FL_52,Q3|Q4|Q5|Q1|Q2,Q14|Q12|Q15|Q19|Q7|Q17|Q10|Q13|Q16|Q11|Q6|Q20|Q18|Q9|Q8
2025-09-29 18:33:09,2025-09-29 18:48:49,IP Address,23.124.22.216,100,939,True,2025-09-29 18:48:49,R_3IgumlV75fFSKqW,,,,,33.346,-84.1091,anonymous,EN,1,,,,,Leak detector,Ceiling E|Leak detector|Oven light|Smoke detector,Bathroom,Kitchen|Office|Entrance|Bathroom,Kitchen,Bathroom,Bedroom|Bathroom|Entrance|Kitchen,Office,Kitchen|Living room|Office|Entrance,Bathroom,Entrance|Kitchen|Bathroom|Living room,Entrance,Bedroom|Living room|Kitchen|Entrance,Kitchen,East,2,4,Bathroom and Kitchen,Living room,Entrance|Kitchen|Bedroom|Living room,1,Kitchen and Living room each had exactly one issue.,Left side,Left side|Evenly spread|Top|Right side,0,Mirror 1 and Mirror 2,Ceiling E and Oven|Mirror 1 and Mirror 2|Ceiling N and Ceiling W|TV and Window,Bathroom,Main bedroom|Bathroom|Kitchen|Entrance,Smart home,,,,,16,1,RoomHierarchyHighChartjunk,FL_25,Q2|Q5|Q1|Q3|Q4,Q7|Q12|Q16|Q11|Q20|Q17|Q14|Q13|Q18|Q9|Q10|Q15|Q19|Q6|Q8
2025-09-29 18:58:08,2025-09-29 19:01:56,IP Address,141.193.205.231,100,228,True,2025-09-29 19:01:56,R_1IPxK2hPVlTXR05,,,,,37.3578,-108.5802,anonymous,EN,1,,,,,Leak detector,Leak detector|Ceiling E|Oven light|Smoke detector,Entrance,Kitchen|Bathroom|Entrance|Office,Kitchen,Kitchen,Entrance|Kitchen|Bathroom|Bedroom,Office,Office|Living room|Kitchen|Entrance,Bathroom,Bathroom|Kitchen|Entrance|Living room,Kitchen,Bedroom|Entrance|Kitchen|Living room,Living room,East,1,3,Bathroom and Kitchen,Bedroom,Entrance|Kitchen|Bedroom|Living room,3,Entrance had no issues.,Evenly spread,Top|Evenly spread|Right side|Left side,0,Ceiling E and Oven,TV and Window|Ceiling E and Oven|Mirror 1 and Mirror 2|Ceiling N and Ceiling W,Entrance,Entrance|Kitchen|Bathroom|Main bedroom,Smart home,,,,,10,1,NoHierarchyLowChartjunk,FL_26,Q4|Q1|Q2|Q5|Q3,Q18|Q8|Q17|Q20|Q16|Q6|Q7|Q9|Q11|Q19|Q12|Q13|Q10|Q15|Q14
